"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count","VendorProject","Product","Name","DateAdded","ShortDescription","RequiredAction","DueDate","Notes"
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",socket.io:3.1.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/socket.io:3.1.2,node.js realtime framework server,MIT,"","",pkg:npm/socket.io@3.1.2,cpe:2.3:a:socket:socket.io:3.1.2:*:*:*:*:*:*:*,GHSA-25hc-qcg6-38wj,"CWE-754 Improper Check for Unusual or Exceptional Conditions, CWE-20 Improper Input Validation","### Impact  A specially crafted Socket.IO packet can trigger an uncaught exception on the Socket.IO server, thus killing the Node.js process.  ``` node:events:502     throw err; // Unhandled 'error' event     ^  Error [ERR_UNHANDLED_ERROR]: Unhandled error. (undefined)     at new NodeError (node:internal/errors:405:5)     at Socket.emit (node:events:500:17)     at /myapp/node_modules/socket.io/lib/socket.js:531:14     at process.processTicksAndRejections (node:internal/process/task_queues:77:11) {   code: 'ERR_UNHANDLED_ERROR',   context: undefined } ```  ### Affected versions  | Version range    | Needs minor update?                            | |------------------|------------------------------------------------| | `4.6.2...latest` | Nothing to do               | | `3.0.0...4.6.1`  | Please upgrade to `socket.io@4.6.2` (at least) | | `2.3.0...2.5.0`  | Please upgrade to `socket.io@2.5.1`            |  ### Patches  This issue is fixed by https://github.com/socketio/socket.io/commit/15af22fc22bc6030fcead322c106f07640336115, included in `socket.io@4.6.2` (released in May 2023).  The fix was backported in the 2.x branch today: https://github.com/socketio/socket.io/commit/d30630ba10562bf987f4d2b42440fc41a828119c  ### Workarounds  As a workaround for the affected versions of the `socket.io` package, you can attach a listener for the ""error"" event:  ```js io.on(""connection"", (socket) => {   socket.on(""error"", () => {     // ...   }); }); ```  ### For more information  If you have any questions or comments about this advisory:  - Open a discussion [here](https://github.com/socketio/socket.io/discussions)  Thanks a lot to [Paul Taylor](https://github.com/Y0ursTruly) for the responsible disclosure.  ### References  - https://github.com/socketio/socket.io/commit/15af22fc22bc6030fcead322c106f07640336115 - https://github.com/socketio/socket.io/commit/d30630ba10562bf987f4d2b42440fc41a828119c",NPM,"","","",HIGH,7.300000190734863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,HIGHEST,5,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",socket.io:3.1.2,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/socket.io:3.1.2,node.js realtime framework server,MIT,"","",pkg:npm/socket.io@3.1.2,cpe:2.3:a:socket:socket.io:3.1.2:*:*:*:*:*:*:*,CVE-2024-38355,CWE-20 Improper Input Validation,"Socket.IO is an open source, real-time, bidirectional, event-based, communication framework. A specially crafted Socket.IO packet can trigger an uncaught exception on the Socket.IO server, thus killing the Node.js process. This issue is fixed by commit `15af22fc22` which has been included in `socket.io@4.6.2` (released in May 2023). The fix was backported in the 2.x branch as well with commit `d30630ba10`. Users are advised to upgrade. Users unable to upgrade may attach a listener for the ""error"" event to catch these errors.",OSSINDEX,MEDIUM,6.900000095367432,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,"","","",HIGHEST,5,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",tar:4.4.19,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/tar:4.4.19,tar for node,ISC,"","",pkg:npm/tar@4.4.19,cpe:2.3:a:tar_project:tar:4.4.19:*:*:*:*:*:*:*,CVE-2024-28863,CWE-400 Uncontrolled Resource Consumption,node-tar is a Tar for Node.js. node-tar prior to version 6.2.1 has no limit on the number of sub-folders created in the folder creation process. An attacker who generates a large number of sub-folders can consume memory on the system running node-tar and even crash the Node.js client within few seconds of running it using a path with too many sub-folders inside. Version 6.2.1 fixes this issue by preventing extraction in excessively deep sub-folders.,OSSINDEX,"","","",MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,HIGHEST,6,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",tough-cookie:2.5.0,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/tough-cookie:2.5.0,RFC6265 Cookies and Cookie Jar for node.js,BSD-3-Clause,"","",pkg:npm/tough-cookie@2.5.0,cpe:2.3:a:salesforce:tough-cookie:2.5.0:*:*:*:*:*:*:*,CVE-2023-26136,CWE-1321 Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),Versions of the package tough-cookie before 4.1.3 are vulnerable to Prototype Pollution due to improper handling of Cookies when using CookieJar in rejectPublicSuffixes=false mode. This issue arises from the manner in which the objects are initialized.,NVD,"","","",CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGHEST,10,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",vm2:3.9.17,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/vm2:3.9.17,vm2 is a sandbox that can run untrusted code with whitelisted Node's built-in modules. Securely!,MIT,"","",pkg:npm/vm2@3.9.17,cpe:2.3:a:vm2_project:vm2:3.9.17:*:*:*:*:*:*:*,CVE-2023-32314,"CWE-74 Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'), NVD-CWE-noinfo",vm2 is a sandbox that can run untrusted code with Node's built-in modules. A sandbox escape vulnerability exists in vm2 for versions up to and including 3.9.17. It abuses an unexpected creation of a host object based on the specification of `Proxy`. As a result a threat actor can bypass the sandbox protections to gain remote code execution rights on the host running the sandbox. This vulnerability was patched in the release of version `3.9.18` of `vm2`. Users are advised to upgrade. There are no known workarounds for this vulnerability.,NVD,"","","",CRITICAL,10.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGHEST,7,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",vm2:3.9.17,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/vm2:3.9.17,vm2 is a sandbox that can run untrusted code with whitelisted Node's built-in modules. Securely!,MIT,"","",pkg:npm/vm2@3.9.17,cpe:2.3:a:vm2_project:vm2:3.9.17:*:*:*:*:*:*:*,CVE-2023-37466,CWE-94 Improper Control of Generation of Code ('Code Injection'),"vm2 is an advanced vm/sandbox for Node.js. The library contains critical security issues and should not be used for production. The maintenance of the project has been discontinued. In vm2 for versions up to 3.9.19, `Promise` handler sanitization can be bypassed with the `@@species` accessor property allowing attackers to escape the sandbox and run arbitrary code, potentially allowing remote code execution inside the context of vm2 sandbox.",NVD,"","","",CRITICAL,10.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGHEST,7,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",vm2:3.9.17,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/vm2:3.9.17,vm2 is a sandbox that can run untrusted code with whitelisted Node's built-in modules. Securely!,MIT,"","",pkg:npm/vm2@3.9.17,cpe:2.3:a:vm2_project:vm2:3.9.17:*:*:*:*:*:*:*,CVE-2023-37903,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),"vm2 is an open source vm/sandbox for Node.js. In vm2 for versions up to and including 3.9.19, Node.js custom inspect function allows attackers to escape the sandbox and run arbitrary code. This may result in Remote Code Execution, assuming the attacker has arbitrary code execution primitive inside the context of vm2 sandbox. There are no patches and no known workarounds. Users are advised to find an alternative software.",NVD,"","","",CRITICAL,10.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,HIGHEST,7,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",vm2:3.9.17,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/vm2:3.9.17,vm2 is a sandbox that can run untrusted code with whitelisted Node's built-in modules. Securely!,MIT,"","",pkg:npm/vm2@3.9.17,cpe:2.3:a:vm2_project:vm2:3.9.17:*:*:*:*:*:*:*,GHSA-cchq-frgv-rjh5,CWE-94 Improper Control of Generation of Code ('Code Injection'),"In vm2 for versions up to 3.9.19, `Promise` handler sanitization can be bypassed, allowing attackers to escape the sandbox and run arbitrary code.  ### Impact Remote Code Execution, assuming the attacker has arbitrary code execution primitive inside the context of vm2 sandbox.  ### Patches None.  ### Workarounds None.  ### References PoC - https://gist.github.com/leesh3288/f693061e6523c97274ad5298eb2c74e9  ### For more information  If you have any questions or comments about this advisory:  - Open an issue in [VM2](https://github.com/patriksimek/vm2)  Thanks to [Xion](https://twitter.com/0x10n) (SeungHyun Lee) of [KAIST Hacking Lab](https://kaist-hacking.github.io/) for disclosing this vulnerability.",NPM,"","","",CRITICAL,9.800000190734863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGHEST,7,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",vm2:3.9.17,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/vm2:3.9.17,vm2 is a sandbox that can run untrusted code with whitelisted Node's built-in modules. Securely!,MIT,"","",pkg:npm/vm2@3.9.17,cpe:2.3:a:vm2_project:vm2:3.9.17:*:*:*:*:*:*:*,GHSA-g644-9gfx-q4q4,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),"In vm2 for versions up to 3.9.19, Node.js custom inspect function allows attackers to escape the sandbox and run arbitrary code.  ### Impact Remote Code Execution, assuming the attacker has arbitrary code execution primitive inside the context of vm2 sandbox.  ### Patches None.  ### Workarounds None.  ### References PoC is to be disclosed on or after the 5th of September.  ### Similarity with [CVE-2023-37466](https://nvd.nist.gov/vuln/detail/CVE-2023-37466) While this advisory might look similar to [CVE-2023-37466](https://nvd.nist.gov/vuln/detail/CVE-2023-37466), it is a completely different way of escaping the sandbox.  ### For more information If you have any questions or comments about this advisory:  - Open an issue in [VM2](https://github.com/patriksimek/vm2)  Thanks to [Xion](https://twitter.com/0x10n) (SeungHyun Lee) of [KAIST Hacking Lab](https://kaist-hacking.github.io/) for disclosing this vulnerability.",NPM,"","","",CRITICAL,9.800000190734863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGHEST,7,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",vm2:3.9.17,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/vm2:3.9.17,vm2 is a sandbox that can run untrusted code with whitelisted Node's built-in modules. Securely!,MIT,"","",pkg:npm/vm2@3.9.17,cpe:2.3:a:vm2_project:vm2:3.9.17:*:*:*:*:*:*:*,GHSA-whpj-8f3w-67p5,CWE-74 Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),"A sandbox escape vulnerability exists in vm2 for versions up to 3.9.17. It abuses an unexpected creation of a host object based on the specification of `Proxy`.  ### Impact A threat actor can bypass the sandbox protections to gain remote code execution rights on the host running the sandbox.  ### Patches This vulnerability was patched in the release of version `3.9.18` of `vm2`.  ### Workarounds None.  ### References PoC - https://gist.github.com/arkark/e9f5cf5782dec8321095be3e52acf5ac  ### For more information  If you have any questions or comments about this advisory:  - Open an issue in [VM2](https://github.com/patriksimek/vm2)  Thanks to @arkark (Takeshi Kaneko) of GMO Cybersecurity by Ierae, Inc. for disclosing this vulnerability.",NPM,"","","",CRITICAL,9.800000190734863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGHEST,7,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",vm2:3.9.17,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/vm2:3.9.17,vm2 is a sandbox that can run untrusted code with whitelisted Node's built-in modules. Securely!,MIT,"","",pkg:npm/vm2@3.9.17,cpe:2.3:a:vm2_project:vm2:3.9.17:*:*:*:*:*:*:*,GHSA-p5gc-c584-jj6v,CWE-74 Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),"In versions 3.9.17 and lower of vm2 it was possible to get a read-write reference to the node `inspect` method and edit options for `console.log`.  ### Impact A threat actor can edit options for `console.log`.  ### Patches This vulnerability was patched in the release of version `3.9.18` of `vm2`.  ### Workarounds After creating a vm make the `inspect` method readonly with `vm.readonly(inspect)`.  ### References PoC - https://gist.github.com/arkark/c1c57eaf3e0a649af1a70c2b93b17550  ### For more information  If you have any questions or comments about this advisory:  - Open an issue in [VM2](https://github.com/patriksimek/vm2)  Thanks to @arkark (Takeshi Kaneko) of GMO Cybersecurity by Ierae, Inc. for disclosing this vulnerability.",NPM,"","","",MEDIUM,5.300000190734863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,HIGHEST,7,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",vm2:3.9.17,/home/corisco/pgcs/code-review/juice-shop/package-lock.json?/vm2:3.9.17,vm2 is a sandbox that can run untrusted code with whitelisted Node's built-in modules. Securely!,MIT,"","",pkg:npm/vm2@3.9.17,cpe:2.3:a:vm2_project:vm2:3.9.17:*:*:*:*:*:*:*,CVE-2023-32313,"CWE-74 Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'), NVD-CWE-noinfo",vm2 is a sandbox that can run untrusted code with Node's built-in modules. In versions 3.9.17 and lower of vm2 it was possible to get a read-write reference to the node `inspect` method and edit options for `console.log`. As a result a threat actor can edit options for the `console.log` command. This vulnerability was patched in the release of version `3.9.18` of `vm2`. Users are advised to upgrade. Users unable to upgrade may make the `inspect` method readonly with `vm.readonly(inspect)` after creating a vm.,NVD,"","","",MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N/E:3.9/RC:R/MAV:A,HIGHEST,7,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",webpack:5.76.1,/home/corisco/pgcs/code-review/juice-shop/frontend/package-lock.json?/webpack:5.76.1,"Packs CommonJs/AMD modules for the browser. Allows to split your codebase into multiple bundles, which can be loaded on demand. Support loaders to preprocess files, i.e. json, jsx, es7, css, less, ... and your custom stuff.",MIT,"","",pkg:npm/webpack@5.76.1,cpe:2.3:a:webpack.js:webpack:5.76.1:*:*:*:*:*:*:*,GHSA-4vvj-4cpr-p986,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"### Summary  We discovered a DOM Clobbering vulnerability in Webpack’s `AutoPublicPathRuntimeModule`. The DOM Clobbering gadget in the module can lead to cross-site scripting (XSS) in web pages where scriptless attacker-controlled HTML elements (e.g., an `img` tag with an unsanitized `name` attribute) are present.  We found the real-world exploitation of this gadget in the Canvas LMS which allows XSS attack happens through an javascript code compiled by Webpack (the vulnerable part is from Webpack). We believe this is a severe issue. If Webpack’s code is not resilient to DOM Clobbering attacks, it could lead to significant security vulnerabilities in any web application using Webpack-compiled code.   ### Details  #### Backgrounds  DOM Clobbering is a type of code-reuse attack where the attacker first embeds a piece of non-script, seemingly benign HTML markups in the webpage (e.g. through a post or comment) and leverages the gadgets (pieces of js code) living in the existing javascript code to transform it into executable code. More for information about DOM Clobbering, here are some references:  [1] https://scnps.co/papers/sp23_domclob.pdf [2] https://research.securitum.com/xss-in-amp4email-dom-clobbering/   #### Gadgets found in Webpack  We identified a DOM Clobbering vulnerability in Webpack’s `AutoPublicPathRuntimeModule`. When the `output.publicPath` field in the configuration is not set or is set to `auto`, the following code is generated in the bundle to dynamically resolve and load additional JavaScript files:  ``` /******/ 	/* webpack/runtime/publicPath */ /******/ 	(() => { /******/ 		var scriptUrl; /******/ 		if (__webpack_require__.g.importScripts) scriptUrl = __webpack_require__.g.location + """"; /******/ 		var document = __webpack_require__.g.document; /******/ 		if (!scriptUrl && document) { /******/ 			if (document.currentScript) /******/ 				scriptUrl = document.currentScript.src; /******/ 			if (!scriptUrl) { /******/ 				var scripts = document.getElementsByTagName(""script""); /******/ 				if(scripts.length) { /******/ 					var i = scripts.length - 1; /******/ 					while (i > -1 && (!scriptUrl || !/^http(s?):/.test(scriptUrl))) scriptUrl = scripts[i--].src; /******/ 				} /******/ 			} /******/ 		} /******/ 		// When supporting browsers where an automatic publicPath is not supported you must specify an output.publicPath manually via configuration /******/ 		// or pass an empty string ("""") and set the __webpack_public_path__ variable from your code to use your own logic. /******/ 		if (!scriptUrl) throw new Error(""Automatic publicPath is not supported in this browser""); /******/ 		scriptUrl = scriptUrl.replace(/#.*$/, """").replace(/\?.*$/, """").replace(/\/[^\/]+$/, ""/""); /******/ 		__webpack_require__.p = scriptUrl; /******/ 	})(); ```  However, this code is vulnerable to a DOM Clobbering attack. The lookup on the line with `document.currentScript` can be shadowed by an attacker, causing it to return an attacker-controlled HTML element instead of the current script element as intended. In such a scenario, the `src` attribute of the attacker-controlled element will be used as the `scriptUrl` and assigned to `__webpack_require__.p`. If additional scripts are loaded from the server, `__webpack_require__.p` will be used as the base URL, pointing to the attacker's domain. This could lead to arbitrary script loading from the attacker's server, resulting in severe security risks.  ### PoC  Please note that we have identified a real-world exploitation of this vulnerability in the Canvas LMS. Once the issue has been patched, I am willing to share more details on the exploitation. For now, I’m providing a demo to illustrate the concept.  Consider a website developer with the following two scripts, `entry.js` and `import1.js`, that are compiled using Webpack:  ``` // entry.js import('./import1.js')   .then(module => {     module.hello();   })   .catch(err => {     console.error('Failed to load module', err);   }); ```  ``` // import1.js export function hello () {   console.log('Hello'); } ```  The webpack.config.js is set up as follows: ``` const path = require('path');  module.exports = {   entry: './entry.js', // Ensure the correct path to your entry file   output: {     filename: 'webpack-gadgets.bundle.js', // Output bundle file     path: path.resolve(__dirname, 'dist'), // Output directory     publicPath: ""auto"", // Or leave this field not set   },   target: 'web',   mode: 'development', }; ```  When the developer builds these scripts into a bundle and adds it to a webpage, the page could load the `import1.js` file from the attacker's domain, `attacker.controlled.server`. The attacker only needs to insert an `img` tag with the `name` attribute set to `currentScript`. This can be done through a website's feature that allows users to embed certain script-less HTML (e.g., markdown renderers, web email clients, forums) or via an HTML injection vulnerability in third-party JavaScript loaded on the page.  ``` <!DOCTYPE html> <html> <head>   <title>Webpack Example</title>   <!-- Attacker-controlled Script-less HTML Element starts--!>   <img name=""currentScript"" src=""https://attacker.controlled.server/""></img>   <!-- Attacker-controlled Script-less HTML Element ends--!> </head> <script src=""./dist/webpack-gadgets.bundle.js""></script> <body> </body> </html> ```  ### Impact  This vulnerability can lead to cross-site scripting (XSS) on websites that include Webpack-generated files and allow users to inject certain scriptless HTML tags with improperly sanitized name or id attributes.  ### Patch  A possible patch to this vulnerability could refer to the Google Closure project which makes itself resistant to DOM Clobbering attack: https://github.com/google/closure-library/blob/b312823ec5f84239ff1db7526f4a75cba0420a33/closure/goog/base.js#L174  ``` /******/ 	/* webpack/runtime/publicPath */ /******/ 	(() => { /******/ 		var scriptUrl; /******/ 		if (__webpack_require__.g.importScripts) scriptUrl = __webpack_require__.g.location + """"; /******/ 		var document = __webpack_require__.g.document; /******/ 		if (!scriptUrl && document) { /******/ 			if (document.currentScript && document.currentScript.tagName.toUpperCase() === 'SCRIPT') // Assume attacker cannot control script tag, otherwise it is XSS already :> /******/ 				scriptUrl = document.currentScript.src; /******/ 			if (!scriptUrl) { /******/ 				var scripts = document.getElementsByTagName(""script""); /******/ 				if(scripts.length) { /******/ 					var i = scripts.length - 1; /******/ 					while (i > -1 && (!scriptUrl || !/^http(s?):/.test(scriptUrl))) scriptUrl = scripts[i--].src; /******/ 				} /******/ 			} /******/ 		} /******/ 		// When supporting browsers where an automatic publicPath is not supported you must specify an output.publicPath manually via configuration /******/ 		// or pass an empty string ("""") and set the __webpack_public_path__ variable from your code to use your own logic. /******/ 		if (!scriptUrl) throw new Error(""Automatic publicPath is not supported in this browser""); /******/ 		scriptUrl = scriptUrl.replace(/#.*$/, """").replace(/\?.*$/, """").replace(/\/[^\/]+$/, ""/""); /******/ 		__webpack_require__.p = scriptUrl; /******/ 	})(); ```  Please note that if we do not receive a response from the development team within three months, we will disclose this vulnerability to the CVE agent.",NPM,"","","",MEDIUM,6.400000095367432,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:L/A:H,HIGHEST,8,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",webpack:5.76.1,/home/corisco/pgcs/code-review/juice-shop/frontend/package-lock.json?/webpack:5.76.1,"Packs CommonJs/AMD modules for the browser. Allows to split your codebase into multiple bundles, which can be loaded on demand. Support loaders to preprocess files, i.e. json, jsx, es7, css, less, ... and your custom stuff.",MIT,"","",pkg:npm/webpack@5.76.1,cpe:2.3:a:webpack.js:webpack:5.76.1:*:*:*:*:*:*:*,CVE-2024-43788,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Webpack is a module bundler. Its main purpose is to bundle JavaScript files for usage in a browser, yet it is also capable of transforming, bundling, or packaging just about any resource or asset. The webpack developers have discovered a DOM Clobbering vulnerability in Webpack’s `AutoPublicPathRuntimeModule`. The DOM Clobbering gadget in the module can lead to cross-site scripting (XSS) in web pages where scriptless attacker-controlled HTML elements (e.g., an `img` tag with an unsanitized `name` attribute) are present. Real-world exploitation of this gadget has been observed in the Canvas LMS which allows a XSS attack to happen through a javascript code compiled by Webpack (the vulnerable part is from Webpack). DOM Clobbering is a type of code-reuse attack where the attacker first embeds a piece of non-script, seemingly benign HTML markups in the webpage (e.g. through a post or comment) and leverages the gadgets (pieces of js code) living in the existing javascript code to transform it into executable code. This vulnerability can lead to cross-site scripting (XSS) on websites that include Webpack-generated files and allow users to inject certain scriptless HTML tags with improperly sanitized name or id attributes. This issue has been addressed in release version 5.94.0. All users are advised to upgrade. There are no known workarounds for this issue.",NVD,"","","",MEDIUM,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N/E:2.8/RC:R/MAV:A,HIGHEST,8,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",ws:7.4.6,/home/corisco/pgcs/code-review/juice-shop/frontend/package-lock.json?/ws:7.4.6,"Simple to use, blazing fast and thoroughly tested websocket client and server for Node.js",MIT,"","",pkg:npm/ws@7.4.6,cpe:2.3:a:ws_project:ws:7.4.6:*:*:*:*:*:*:*,CVE-2024-37890,CWE-476 NULL Pointer Dereference,"ws is an open source WebSocket client and server for Node.js. A request with a number of headers exceeding theserver.maxHeadersCount threshold could be used to crash a ws server. The vulnerability was fixed in ws@8.17.1 (e55e510) and backported to ws@7.5.10 (22c2876), ws@6.2.3 (eeb76d3), and ws@5.2.4 (4abd8f6). In vulnerable versions of ws, the issue can be mitigated in the following ways: 1. Reduce the maximum allowed length of the request headers using the --max-http-header-size=size and/or the maxHeaderSize options so that no more headers than the server.maxHeadersCount limit can be sent. 2. Set server.maxHeadersCount to 0 so that no limit is applied.",OSSINDEX,HIGH,8.699999809265137,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,"","","",HIGHEST,8,"","","","","","","",""
Juice Shop - Advanced Security Audit,"Sat, 4 Jan 2025 17:36:27 -0300",ws:7.4.6,/home/corisco/pgcs/code-review/juice-shop/frontend/package-lock.json?/ws:7.4.6,"Simple to use, blazing fast and thoroughly tested websocket client and server for Node.js",MIT,"","",pkg:npm/ws@7.4.6,cpe:2.3:a:ws_project:ws:7.4.6:*:*:*:*:*:*:*,GHSA-3h5v-q93c-6h6q,CWE-476 NULL Pointer Dereference,"### Impact  A request with a number of headers exceeding the[`server.maxHeadersCount`][] threshold could be used to crash a ws server.  ### Proof of concept  ```js const http = require('http'); const WebSocket = require('ws');  const wss = new WebSocket.Server({ port: 0 }, function () {   const chars = ""!#$%&'*+-.0123456789abcdefghijklmnopqrstuvwxyz^_`|~"".split('');   const headers = {};   let count = 0;    for (let i = 0; i < chars.length; i++) {     if (count === 2000) break;      for (let j = 0; j < chars.length; j++) {       const key = chars[i] + chars[j];       headers[key] = 'x';        if (++count === 2000) break;     }   }    headers.Connection = 'Upgrade';   headers.Upgrade = 'websocket';   headers['Sec-WebSocket-Key'] = 'dGhlIHNhbXBsZSBub25jZQ==';   headers['Sec-WebSocket-Version'] = '13';    const request = http.request({     headers: headers,     host: '127.0.0.1',     port: wss.address().port   });    request.end(); }); ```  ### Patches  The vulnerability was fixed in ws@8.17.1 (https://github.com/websockets/ws/commit/e55e5106f10fcbaac37cfa89759e4cc0d073a52c) and backported to ws@7.5.10 (https://github.com/websockets/ws/commit/22c28763234aa75a7e1b76f5c01c181260d7917f), ws@6.2.3 (https://github.com/websockets/ws/commit/eeb76d313e2a00dd5247ca3597bba7877d064a63), and ws@5.2.4 (https://github.com/websockets/ws/commit/4abd8f6de4b0b65ef80b3ff081989479ed93377e)  ### Workarounds  In vulnerable versions of ws, the issue can be mitigated in the following ways:  1. Reduce the maximum allowed length of the request headers using the [`--max-http-header-size=size`][] and/or the [`maxHeaderSize`][] options so that no more headers than the `server.maxHeadersCount` limit can be sent. 2. Set `server.maxHeadersCount` to `0` so that no limit is applied.  ### Credits  The vulnerability was reported by [Ryan LaPointe](https://github.com/rrlapointe) in https://github.com/websockets/ws/issues/2230.  ### References  - https://github.com/websockets/ws/issues/2230 - https://github.com/websockets/ws/pull/2231  [`--max-http-header-size=size`]: https://nodejs.org/api/cli.html#--max-http-header-sizesize [`maxHeaderSize`]: https://nodejs.org/api/http.html#httpcreateserveroptions-requestlistener [`server.maxHeadersCount`]: https://nodejs.org/api/http.html#servermaxheaderscount",NPM,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGHEST,8,"","","","","","","",""
